Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
down-to-earth-agmino-powder-14-0-0,,,,,,,,Down to Earth - AGmino 14-0-0 - 5 lbs,,,,,,0.0,,0,deny,manual,64.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Down_to_Earth_-_AGmino_14-0-0_1LB_c8ae293e-e9b4-426c-98ea-ba52ba8eb771.jpg?v=1615241608,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AGmino14-0-0_a57a4a6a-4728-42f7-890e-7fe1179ffced.jpg?v=1615241608,kg,,,
down-to-earth-agmino-powder-14-0-0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AGmino14-0-01LB_8bbb4a52-352e-4275-95aa-d4adbdaaaf60.jpg?v=1615241608,3,,,,,,,,,,,,,,,,,,,,,,
down-to-earth-azomite-granulated-0-0-0-2,Down to Earth - Azomite Granulated 0-0-0.2,"<h3>DETAILS</h3>
<p>Down To Earth’s AZOMITE, the “A to Z of Minerals Including Trace Elements,” is a natural trace mineral product formed from the dust of an ancient volcano in central Utah. DTE AZOMITE can improve root system growth, crop yields, quality and flavors. This granulated grade is ideal for blending with other fertilizer materials or amendments as a trace mineral resource to help meet plant nutritional needs. It can be applied directly or in combination with composts, fertilizers, manures or soil inoculants.</p>",Down To Earth,"",ammendment,true,Size,Down to Earth - Azomite Granulated 0-0-0.2 - 5 lbs,,,,,,0.0,,0,continue,manual,12.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AzomiteGranulated0-0-0.25.jpg?v=1615228698,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AzomiteGranulated0-0-0.25.jpg?v=1615228698,kg,,,active
down-to-earth-azomite-granulated-0-0-0-2,,,,,,,,Down to Earth - Azomite Granulated 0-0-0.2 - 50 lbs,,,,,,0.0,,0,continue,manual,49.99,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AzomiteGranulated0-0-0.225lbs.jpg?v=1615228698,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AzomiteGranulated0-0-0.225lbs.jpg?v=1615228698,kg,,,
down-to-earth-all-purpose-4-6-2,Down to Earth - All Purpose 4-6-2,"<h3>DETAILS</h3>
<div class=""field field-name-body field-type-text-with-summary field-label-hidden"">
<div class=""field-items"">
<div class=""field-item even"">
<div class=""field field-name-body field-type-text-with-summary field-label-hidden"">
<div class=""field-items"">
<div class=""field-item even"">
<p>Down To Earth’s All Purpose 4-6-2 mix is ideal for all types of transplants. A gentle, non-burning fertilizer made for vegetables, herbs, flowers and container plants, it is formulated with top-quality organic ingredients and designed to deliver a steady supply of essential nutrients to your plants while enhancing soil fertility and microbial activity naturally.</p>
</div>
</div>
</div>
</div>
</div>
</div>",Down To Earth,"",ammendment,true,Size,Down to Earth - All Purpose 4-6-2 - 6 lbs,,,,,,0.0,,0,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-6lbs.jpg?v=1615227595,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-6lbs.jpg?v=1615227595,kg,,,active
down-to-earth-all-purpose-4-6-2,,,,,,,,Down to Earth - All Purpose 4-6-2 - 25 lbs,,,,,,0.0,,0,deny,manual,34.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-25lbs.jpg?v=1615227595,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-50lbs.jpg?v=1615227595,kg,,,
down-to-earth-all-purpose-4-6-2,,,,,,,,Down to Earth - All Purpose 4-6-2 - 50 lbs,,,,,,0.0,,0,deny,manual,63.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-50lbs.jpg?v=1615227595,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AllPurpose4-6-2-25lbs.jpg?v=1615227595,kg,,,
down-to-earth-alfalfa-meal-2-5-5-2-5,Down to Earth - Alfalfa Meal 2.5-.5-2.5,"<h3>DETAILS</h3>
<div class=""field field-name-body field-type-text-with-summary field-label-hidden"">
<div class=""field-items"">
<div class=""field-item even"">
<div class=""field field-name-body field-type-text-with-summary field-label-hidden"">
<div class=""field-items"">
<div class=""field-item even"">
<p>Down To Earth’s Alfalfa Meal 2.5-0.5-2.5 is an exceptional source of plant-derived nutrients. It is highly recommended for roses as well as all other vegetables, herbs, flowers and shrubs. DTE Alfalfa Meal 2.5-0.5-2.5 is derived from sun-cured, non-genetically modified alfalfa that is freshly milled to preserve the highest plant</p>
</div>
</div>
</div>
</div>
</div>
</div>",Down To Earth,"","",true,Size,Down to Earth - Alfalfa Meal 2.5-.5-2.5 - 5 lbs,,,,,,0.0,,0,deny,manual,34.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AlfalfaMeal2.5-.5-2.525lb.jpg?v=1615227221,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AlfalfaMeal2.5-.5-2.5.jpg?v=1615227221,kg,,,active
down-to-earth-alfalfa-meal-2-5-5-2-5,,,,,,,,Down to Earth - Alfalfa Meal 2.5-.5-2.5 - 25 lbs,,,,,,0.0,,0,deny,manual,63.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AlfalfaMeal2.5-.5-2.5.jpg?v=1615227221,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/DowntoEarth-AlfalfaMeal2.5-.5-2.525lb.jpg?v=1615227221,kg,,,
fish-sh-t,Fish Sh!t,"<meta charset=""UTF-8"">
<p class=""card-text"" data-mce-fragment=""1""><span data-mce-fragment=""1""><a href=""https://fishheadfarms.com/fish-sht-organic-soil/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/fish-sht-organic-soil/"" target=""_blank"">Fish Sh!t</a> is derived from feeding tilapia a proprietary mix of feed that when digested lends itself nicely to bacteria and microorganism production/growth under proper conditions. <a href=""https://fishheadfarms.com/fish-sht-organic-soil/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/fish-sht-organic-soil/"" target=""_blank"">Fish Sh!t</a> is the first of its kind ecosystem in a bottle. By introducing a wide variety of <a href=""https://fishheadfarms.com/2018/03/31/soil-bacteria-the-myth-of-identification-managment/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/2018/03/31/soil-bacteria-the-myth-of-identification-managment/"" target=""_blank"">beneficial bacteria</a> and microorganisms in to the rhizosphere, <a href=""https://fishheadfarms.com/fish-sht-organic-soil/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/fish-sht-organic-soil/"" target=""_blank"">Fish Sh!t</a> creates an optimal symbiotic relationship between plant and soil. Never before has a company introduced an all living biological success story to the market.</span></p>
<p class=""card-text"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Why <a href=""https://fishheadfarms.com/fish-sht-organic-soil/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/fish-sht-organic-soil/"" target=""_blank"">Fish Sh!t</a>… the answer is simple, it puts you first. We have your health and well-being on the top of our priority list. With the state of the market our competitors are rushing product to market with blatant disregard for the health of the consumer. Whether the consumer is smoking, vaping or cooking with their end material they can have the peace of mind that they are not introducing harmful agents into their bodies. This key factor drives our development team to produce the cleanest most <a href=""https://fishheadfarms.com/"" data-mce-fragment=""1"" data-mce-href=""https://fishheadfarms.com/"" target=""_blank"">natural product</a> on the market…….. Fish Sh!t!</span></p>",Fish Sh!t,"","microbial & Beneficials, microbials",true,Size,120ML,,,,,,0.0,shopify,24,deny,manual,9.94,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/fish_sh_t_group_fmt.png?v=1604642037,1,,false,,,,,,,,,,,,,,,,,kg,,,active
fish-sh-t,,,,,,,,250ML,,,,,,0.0,shopify,16,deny,manual,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/fish_sh_t_group_fmt-2.png?v=1604642283,2,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,500ML,,,,,,0.0,shopify,10,deny,manual,29.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/1.png?v=1604642431,3,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,1 Liter,,,,,,0.0,shopify,4,deny,manual,51.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2.png?v=1604642431,4,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,5 Liter,,,,,,0.0,shopify,1,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,10 Liter,,,,,,0.0,shopify,1,deny,manual,239.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,20 Liter,,,,,,0.0,shopify,1,deny,manual,383.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,100 Liter (26.4 gal),,,,,,0.0,shopify,1,deny,manual,1794.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
fish-sh-t,,,,,,,,200 Liter (52.83 gal),,,,,,0.0,shopify,1,deny,manual,3120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
copy-of-growers-choice-roi-e720-led-grow-light,Grower's Choice - ROI-E720 LED Grow Light,"",Grower's Choice,"",Grow Lights,true,Title,Default Title,,,,,,0.0,shopify,0,deny,manual,999.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/unnamed_33681f32-f57e-49d8-9152-ce821c1a62b7.png?v=1604470324,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nanolux-ledex-full-spectrum-white-bar-110w,Nanolux - LEDex Full Spectrum White Bar 110w,"<h4>Information</h4>
<p><iframe src=""https://www.youtube.com/embed/r8PWeKS8NK4"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>
<p>Nanolux LEDex Series Fixtures are designed for full-cycle commercial cultivation that features many advantages compared with traditional light sources, bringing new efﬁciencies for your grow facility that weren’t possible before. This technology is revolutionizing the horticultural lighting industry in both lowering electric usage and increasing overall crop yield.</p>
<p>Nanolux distributes the 110W bars individually in case quantities. This allows you to utilize only the number of light bars as needed per track to meet your over all required PPFD on your canopy. The individual LED bars can also be used individually for side or intra-canopy lighting without the track.</p>
<p>Nanolux has designed its LED ﬁxture around a modular concept. We sell tracks in 2’, 4’ and 8’ lengths. The tracks are designed for the 2’ track to accept 2-4 bars, the 4’ track to accept 4-8 bars and the 8’ track to accept 8-16 bars. This allows the end user to be able to adjust the overall light intensity over the canopy area and allows for greater ability to raise and lower the light over the canopy while maintaining a desired umol count.</p>
<p>Nanolux has designed ﬁve different bars with ﬁve different speciﬁc light frequency outputs. Full white, Blue, Blue/Red, Red and UV. This allows the end user to mix for white light with speciﬁc frequencies to aid in vegetative and ﬂower growth.</p>
<p>LEDex Series ﬁxtures allow random start, soft start, soft dimming capabilities, and feature over temperature protection, under voltage protection and open / short circuit protection. It is 0-10V COMPATIBLE, allowing control of your lighting with 0-10V protocol. The units can be used at any voltage range between 100-277 volts.</p>",Nanolux,"",Grow Lights,true,Title,Default Title,,,,,,0.0,,0,deny,manual,176.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nanolux-nanolux-ledex-full-spectrum-white-bar-110w.jpg?v=1597728913,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nanolux-ledex-full-spectrum-white-bar-110w,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nanolux-nanolux-ledex-full-spectrum-white-bar-110w.png?v=1597728914,2,,,,,,,,,,,,,,,,,,,,,,
nanolux-ledex-full-spectrum-white-bar-110w,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nanolux-nanolux-ledex-full-spectrum-white-bar-110w_1.jpg?v=1597728914,3,,,,,,,,,,,,,,,,,,,,,,
nanolux-ledex-track-4,Nanolux - LEDex Track - 4',"<h4>Information</h4>
<p><iframe src=""https://www.youtube.com/embed/r8PWeKS8NK4"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>
<p>Nanolux LEDex Series Fixtures are designed for full-cycle commercial cultivation that features many advantages compared with traditional light sources, bringing new efﬁciencies for your grow facility that weren’t possible before. This technology is revolutionizing the horticultural lighting industry in both lowering electric usage and increasing overall crop yield.</p>
<p>Nanolux distributes the 110W bars individually in case quantities. This allows you to utilize only the number of light bars as needed per track to meet your over all required PPFD on your canopy. The individual LED bars can also be used individually for side or intra-canopy lighting without the track.</p>
<p>Nanolux has designed its LED ﬁxture around a modular concept. We sell tracks in 2’, 4’ and 8’ lengths. The tracks are designed for the 2’ track to accept 2-4 bars, the 4’ track to accept 4-8 bars and the 8’ track to accept 8-16 bars. This allows the end user to be able to adjust the overall light intensity over the canopy area and allows for greater ability to raise and lower the light over the canopy while maintaining a desired umol count.</p>
<p>Nanolux has designed ﬁve different bars with ﬁve different speciﬁc light frequency outputs. Full white, Blue, Blue/Red, Red and UV. This allows the end user to mix for white light with speciﬁc frequencies to aid in vegetative and ﬂower growth.</p>
<p>LEDex Series ﬁxtures allow random start, soft start, soft dimming capabilities, and feature over temperature protection, under voltage protection and open / short circuit protection. It is 0-10V COMPATIBLE, allowing control of your lighting with 0-10V protocol. The units can be used at any voltage range between 100-277 volts.</p>",Nanolux,"",Grow Lights,true,Title,Default Title,,,,,,0.0,,0,deny,manual,119.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nanolux-nanolux-ledex-track-4.png?v=1597728166,1,,false,,,,,,,,,,,,,,,,,kg,,,active
advanced-bud-candy-1l,Advanced Nutrients - Bud Candy,"<h4>Information</h4>
<p><strong>FEED SUGARS, AMINOS AND VITAMINS TO YOUR PLANTS AND TASTE THEIR SWEETER, BIGGER BUDS</strong></p>
<p>If I asked you what really makes you happy about your hydroponics gardening, you'd tell me you love growing huge amounts of potent, sweet-tasting flowers.</p>
<p>Seeing your roomful of huge flowers that smell like candy (maybe like the cotton candy at an amusement park), and then after harvest you savor that fine taste, aroma and potency with your friends.</p>
<p>The smiles on their faces, and them patting you on the back, that's what the good life is all about.</p>
<p>So the big question is, what can you do right now to grow yourself the biggest harvests of the most potent, best-tasting flowers?</p>
<p><strong>START BY PROVIDING FLOWER-BOOSTING ENERGY WHEN YOUR PLANTS MOST NEED IT</strong></p>
<p>Getting sweeter, bigger harvests comes when you give your plants carbohydrates that jolt them with an energy boost.</p>
<p>This is an important fact to remember, that during peak bloom cycle your plants' need for sugars exceeds their ability to manufacture sugars. The more you push them, the more C02 and nutrients you give them, the more they need carbos, the more they fall behind.</p>
<p>The resulting carbo deficit is the same thing that happens when athletes collapse near the end of grueling competition. And it's why carboloading is a favorite tactic athletes use to keep going strong for victory, when others fall and fail.</p>
<p><strong>NOT JUST ANY CARBOHYDRATES, BUT THE RIGHT ONES FOR YOUR PLANTS</strong></p>
<p>Carboloading your plants requires a specialty formula. In actuality, your plants best absorb simple or complex carbohydrates when they are present as Arabinose, Dextrose, Glucose, Maltose and Xylose from Raw Cane Extract, Malt Extract, Cranberry Extract and other premium carbohydrate sources.</p>
<p>Not only does this end mid-bloom slump but these materials fuel beneficial bacteria and fungi in your root zone.</p>
<p>When you've installed beneficial bacteria and fungi in your root zone, they thrive best when they have externally-provided carbos to feed on.</p>
<p>Beneficial bacteria and fungi increase root mass, increase nutrient absorption, protect roots, and produce hormones that stimulate floral size, potency and value.</p>
<p>So now that you've seen how to use the right kinds of carbos to provide energy and root enhancement, what else can you do to create gourmet flowers with enhanced taste, size, potency, and aroma?</p>
<p>As it turns out, by providing the list of carbo sources we just discussed, you're also enhancing the taste and aroma of your plants.</p>
<p><strong>THE BENEFITS OF USING AMINO ACIDS AND OTHER COMPOUNDS IN THE CORRECT FORM FOR YOUR PLANTS</strong></p>
<p>Here's something else to keep in mind: the advantages provided by what you feed your crops depends on the quality of specific ingredients in the products.</p>
<p>For example, you see hydroponics formulas that contain ""molasses."" But as with almost every individual ingredient in hydroponics formulas, there are many grades and types of molasses, and the differences between them decide whether they will deliver your bigger, better yields.</p>
<p>Fact is, most types of molasses are loaded with sulphur or made from materials or processes that lower their sugar content and quality.</p>
<p>When sulphured, low-grade molasses are in a hydroponics formula, its extraneous minerals throw off your nutrient ratios while providing smaller percentages of sugars.</p>
<p>Now take a minute and let me show you how this relates to the types and forms of amino acids in hydroponics formulas.</p>
<p>Amino acids are crucial building blocks for proteins that fuel metabolic processes and physical structure in your flowering plants. Few hydroponics formulas contain amino acids, but almost all the ones that have aminos provide them in a form called ""D-Aminos.""</p>
<p>Although these aminos are cheaper to source and manufacture, they unfortunately are not very helpful to your plants.</p>
<p>On the other hand, the L-form of amino acids is totally biologically available for rapid uptake and formation of proteins that rapidly increase your crop health and yield.</p>
<p>As with molasses and other ingredients in hydroponics formulas, it matters a lot what forms and manufacturing processes are used.</p>
<p><strong>SWEETER FLOWERS ARE WORTH MORE</strong></p>
<p>Sweeter flowers are yours when you boost your crop's taste, potency and aroma by furnishing anthocyanins, isoflavonoids, polyphenols, isoterpenes and tannins found in cranberry and grape extracts.</p>
<p>Growers using these compounds report that a sudden bouquet of pleasant scent arises from their flowers within moments of the compounds being fed to plants in water.</p>
<p>And after harvest, you and your friends will enjoy the extra-sweet aroma and taste that your flowers provide, and there'll be more flowers to enjoy too.</p>
<p>Another technique for upgrading the aroma, taste and value of your crop is to feed vitamins to your plants.</p>
<p>For example, Vitamin C stimulates photosynthesis and cell replication while also protecting your plants from negative effects of intense light and heat. To go along with Vitamin C, studies show that feeding your plants B vitamins provides many flower-boosting benefits while also protecting crops from stress.</p>
<p>So how can you get this extensive menu of crop-boosting compounds you've just found out about? Fortunately, Advanced Nutrients scientists have successfully managed the complex task of sourcing, processing, and combining all these aminos, carbs, and vitamins so Bud Candy delivers bigger, sweeter buds to you right away.</p>
<p>Best of all, you're getting two products in one because Bud Candy gives you everything in Sweet Leaf and CarboLoad, but it also gives you a lot more in an easy to use formula.</p>
<p>Whether your plants are in bloom phase right now, or you're preparing for bloom phase, this is the time to procure 100% organic Bud Candy and get cotton candy taste, fatter buds, and stronger plants.</p>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Title,Default Title,,,,,,0.0,,0,deny,manual,33.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/advanced-nutrients-advanced-bud-candy-1l.png?v=1597727704,1,,false,,,,,,,,,,,,,,,,,kg,,,active
technaflora-recipe-for-success-starter-kit,Technaflora - Recipe For Success Starter Kit,"<h4>Information</h4>
<div class=""product-wrap row"">
<div class=""product-info col-sm-8 col-md-7 col-md-offset-1"">
<div class=""product-tabs row"">
<div class=""tabsPages"">
<div class=""page info active"">
<p>Technaflora's Recipe for Success Starter Kit is ideal for both the new and experienced gardener alike. This self-contained package of exceptional products includes everything required to set you on the right course for gardening success. The Recipe for Success Starter Kit consists of B.C Bloom, B.C Boost, B.C Grow, Thrive Alive B-1 Red, Thrive Alive B-1 Green, Awesome Blossoms, Rootech Cloning Gel, MagiCal, SugarDaddy, ROOT 66 and the famous Recipe for Success mixing chart. The mixing chart shows you how to successfully use their nutrients in combination and for maximum benefit, from the cutting stages through to the flowering stages.</p>
<p>Technaflora Plant Products Ltd. will donate proceeds from every U.S. purchase of this cost saving kit towards the Hydro for Hunger program, which is dedicated to bringing low-cost hydorponic techniques to developing counties.</p>
<p>The product sizes for the Recipe for Success Starter Kit are as follow:</p>
<p>B.C Grow: 500ml B.C Bloom: 500ml B.C Boost: 500ml Thrive Alive B-1 Red: 125ml Thrive Alive B-1 Green: 125ml Rootech Cloning Gel: 7g MagiCal: 125ml SugarDaddy: 250ml ROOT 66: 250ml</p>
</div>
</div>
</div>
</div>
</div>
<div class=""product-actions row"" role=""complementary"">
<div class=""social-media col-xs-12 col-md-4"" role=""group"" aria-label=""Share on social media"">
<div class=""share42init"" data-url=""https://www.brewandgrow.com/technaflora-trial-pack.html"" data-image=""https://cdn.shoplightspeed.com/shops/638365/files/24182442/300x250x2/technaflora-technaflora-recipe-for-success-starter.jpg""></div>
</div>
</div>",Technaflora,"",Hydroponic Nutrients,true,Title,Default Title,,,,,,0.0,,0,deny,manual,47.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/technaflora-technaflora-recipe-for-success-starter.jpg?v=1597727015,1,,false,,,,,,,,,,,,,,,,,kg,,,active
canna-boost-accelerator-250ml,CANNA - Boost Accelerator 250mL,"<h4>Information</h4>
<div class=""product-wrap row"">
<div class=""product-info col-sm-8 col-md-7 col-md-offset-1"">
<div class=""product-tabs row"">
<div class=""tabsPages"">
<div class=""page info active"">CANNABOOST optimizes nutrient use efficiency. This is important, because the uptake of nutrients depends greatly on the plantâ€™s metabolism and the plantâ€™s overall health. CANNABOOST is specially developed for short cycle plant varieties.The advantages of growing with CANNABOOST include:Suitable for use with all growing mediums and substrates CANNABOOST can be used in any growing system and in combination with any feeding, no exceptions. Next to adding CANNABOOST to the substrate it can also be used as a leaf spray (foliar feeding). Fuller, Quality taste With CANNABOOST, you should expect an exceptional taste. A good harvest isnâ€™t just expressed in terms of weight these days. Quality is starting to play a more important role and this also means taste is becoming more important. Optimal photosynthesis will insure the highest potential carbohydrate production in fruits.</div>
</div>
</div>
</div>
</div>
<div class=""product-actions row"" role=""complementary"">
<div class=""social-media col-xs-12 col-md-4"" role=""group"" aria-label=""Share on social media"">
<div class=""share42init"" data-url=""https://www.brewandgrow.com/canna-boost-accelerator-250ml.html"" data-image=""https://cdn.shoplightspeed.com/shops/638365/files/23688933/300x250x2/canna-canna-boost-accelerator-250ml.jpg""></div>
</div>
</div>",CANNA,"",Hydroponic Nutrients,true,Title,Default Title,,,,,,0.0,,0,deny,manual,38.33,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/canna-canna-boost-accelerator-250ml.png?v=1597726939,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nectar-for-the-gods-herculean-harvest-quart,Nectar For The Gods - Herculean Harvest Quart,"<h4>Information</h4>
<div class=""product-wrap row"">
<div class=""product-info col-sm-8 col-md-7 col-md-offset-1"">
<div class=""product-tabs row"">
<div class=""tabsPages"">
<div class=""page info active"">WOW best describes this product. Like no other liquid bone meal in the industry, Herculean Harvest will make things happen. Rich in calcium phosphate, liquid bone meal serves two major purposes in an indoor garden: as a feed, Herculean Harvest will promote stronger cell strength, solid stems and heavier fruit; as a flush, bone meal will tie up unwanted salts and facilitate the uptake of macronutrients.</div>
</div>
</div>
</div>
</div>
<div class=""product-actions row"" role=""complementary"">
<div class=""social-media col-xs-12 col-md-4"" role=""group"" aria-label=""Share on social media"">
<div class=""share42init"" data-url=""https://www.brewandgrow.com/nectar-for-the-gods-herculean-harvest-quart.html"" data-image=""https://cdn.shoplightspeed.com/shops/638365/files/23336290/300x250x2/nectar-of-the-gods-nectar-for-the-gods-herculean-h.jpg""></div>
</div>
</div>",Nectar For The Gods,"",Hydroponic Nutrients,true,Title,Default Title,,,,,,0.0,,0,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nectar-of-the-gods-nectar-for-the-gods-herculean-h.jpg?v=1597671184,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nectar-for-the-gods-herculean-harvest-quart,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nectar-of-the-gods-nectar-for-the-gods-herculean-h_f5f54782-ba3b-4d61-baad-4824ec3af97b.jpg?v=1597671184,2,,,,,,,,,,,,,,,,,,,,,,
nectar-for-the-gods-mega-morpheus-quart,Nectar For The Gods - Mega Morpheus Quart,"<h4>Information</h4>
<div class=""product-wrap row"">
<div class=""product-info col-sm-8 col-md-7 col-md-offset-1"">
<div class=""product-tabs row"">
<div class=""tabsPages"">
<div class=""page info active"">Oregon's Only's answer to phosphate rich guano tea. Derived from seabird guano, digested worm humus and mineral-rich Atlantic kelp, you can't go wrong with this triple-filtered, salt-free and grit-free bloom enhancer. Like no other liquid guano, you will find the availability second to none. If itâ€™s more phosphorous you want, then make the right decision for your plants and give them a salt-free tea.</div>
</div>
</div>
</div>
</div>
<div class=""product-actions row"" role=""complementary"">
<div class=""social-media col-xs-12 col-md-4"" role=""group"" aria-label=""Share on social media"">
<div class=""share42init"" data-url=""https://www.brewandgrow.com/nectar-for-the-gods-mega-morpheus-quart.html"" data-image=""https://cdn.shoplightspeed.com/shops/638365/files/23336295/300x250x2/nectar-of-the-gods-nectar-for-the-gods-mega-morphe.jpg""></div>
</div>
</div>",Nectar For The Gods,"",Hydroponic Nutrients,true,Title,Default Title,,,,,,0.0,,0,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/nectar-of-the-gods-nectar-for-the-gods-mega-morphe.jpg?v=1597670911,1,,false,,,,,,,,,,,,,,,,,kg,,,active
